respondent_id,h1n1_vaccine,seasonal_vaccine
30938,0.08,0.68
30939,0.28,0.69
30940,0.03,0.9
30941,0.01,0.18
30942,0.33,0.72
30943,0.0,0.91
30944,0.35,0.49
30945,0.08,0.04
30946,0.05,0.59
30947,0.43,0.4
30948,0.23,0.64
30949,0.21,0.75
30950,0.02,0.78
30951,0.21,0.29
30952,0.12,0.37
30953,0.17,0.55
30954,0.85,0.73
30955,0.01,0.52
30956,0.48,0.63
30957,0.01,0.26
30958,0.47,0.78
30959,0.49,0.68
30960,0.29,0.53
30961,0.29,0.44
30962,0.17,0.27
30963,0.09,0.83
30964,0.06,0.47
30965,0.02,0.3
30966,0.08,0.23
30967,0.82,1.0
30968,0.13,0.64
30969,0.46,0.85
30970,0.07,0.33
30971,0.05,0.04
30972,0.29,0.57
30973,0.33,0.27
30974,0.25,0.57
30975,0.35,0.55
30976,0.27,0.42
30977,0.09,0.27
30978,0.1,0.05
30979,0.59,0.98
30980,0.68,0.94
30981,0.1,0.1
30982,0.19,0.32
30983,0.04,1.02
30984,0.39,0.55
30985,0.59,0.7
30986,0.24,0.26
30987,0.19,0.39
30988,0.37,0.78
30989,0.14,0.83
30990,0.44,0.74
30991,0.02,0.31
30992,0.32,0.4
30993,0.04,0.3
30994,0.07,0.09
30995,0.17,0.43
30996,0.09,0.43
30997,0.39,0.57
30998,0.09,0.45
30999,0.19,0.78
31000,0.13,0.09
31001,0.47,0.49
31002,0.06,0.29
31003,0.16,0.34
31004,0.43,0.8
31005,0.72,0.78
31006,0.04,0.3
31007,0.21,0.41
31008,0.51,0.53
31009,0.07,0.52
31010,0.46,0.59
31011,0.22,0.47
31012,0.69,0.39
31013,0.45,0.19
31014,0.26,0.25
31015,0.17,0.07
31016,0.47,0.69
31017,0.01,0.08
31018,0.15,0.24
31019,0.17,0.63
31020,0.03,0.19
31021,0.04,0.14
31022,0.31,1.0
31023,0.15,0.26
31024,0.03,0.22
31025,0.81,1.08
31026,0.06,0.19
31027,0.48,0.58
31028,0.01,0.73
31029,0.15,0.24
31030,0.09,0.29
31031,0.13,0.53
31032,0.03,0.3
31033,0.15,0.27
31034,0.13,0.9
31035,0.52,0.86
31036,0.15,0.19
31037,0.1,0.42
31038,0.12,0.34
31039,0.11,0.68
31040,0.2,0.54
31041,0.02,0.9
31042,0.16,0.4
31043,0.12,0.43
31044,0.13,0.38
31045,0.22,0.62
31046,0.15,0.73
31047,0.0,0.19
31048,0.26,0.57
31049,0.28,0.33
31050,0.21,0.37
31051,0.21,0.27
31052,0.48,0.72
31053,0.16,0.48
31054,0.49,0.53
31055,0.28,0.47
31056,0.08,0.02
31057,0.68,0.55
31058,0.04,0.8
31059,0.08,0.36
31060,0.28,0.54
31061,0.07,0.34
31062,0.5,0.57
31063,0.29,0.75
31064,0.31,0.04
31065,0.17,0.06
31066,0.46,0.92
31067,0.0,0.16
31068,0.37,0.65
31069,0.64,0.75
31070,0.19,0.6
31071,0.55,0.59
31072,0.02,0.23
31073,0.4,0.78
31074,0.13,0.96
31075,0.16,0.81
31076,0.51,0.87
31077,0.44,0.57
31078,0.12,0.07
31079,0.5,0.79
31080,0.54,0.67
31081,0.03,0.7
31082,0.29,0.67
31083,0.03,0.96
31084,0.06,0.12
31085,0.24,0.35
31086,0.07,0.4
31087,0.23,0.9
31088,0.17,0.41
31089,0.03,0.28
31090,0.62,0.67
31091,0.2,0.64
31092,0.19,0.27
31093,0.06,0.04
31094,0.15,0.59
31095,0.17,0.22
31096,0.08,0.1
31097,0.58,0.74
31098,0.0,0.05
31099,0.04,0.33
31100,0.23,0.67
31101,0.27,0.32
31102,0.25,0.61
31103,0.35,0.86
31104,0.14,0.54
31105,0.06,0.59
31106,0.04,0.59
31107,0.29,0.64
31108,0.02,0.26
31109,0.26,0.13
31110,0.05,0.26
31111,0.18,0.4
31112,0.12,0.4
31113,0.24,0.44
31114,0.02,0.61
31115,0.05,0.46
31116,0.09,0.24
31117,0.38,0.88
31118,0.04,0.65
31119,0.26,0.54
31120,0.13,0.23
31121,0.55,0.77
31122,0.57,0.58
31123,0.04,0.16
31124,0.14,0.03
31125,0.33,0.39
31126,0.08,0.4
31127,0.46,0.04
31128,0.08,0.56
31129,0.08,0.12
31130,0.13,0.08
31131,0.71,0.89
31132,0.17,0.83
31133,0.12,0.39
31134,0.28,0.58
31135,0.04,0.51
31136,0.31,0.64
31137,0.15,0.09
31138,0.77,0.44
31139,0.35,0.68
31140,0.24,0.34
31141,0.17,0.72
31142,0.72,0.98
31143,0.39,0.46
31144,0.08,0.61
31145,0.38,0.6
31146,0.21,0.24
31147,0.16,0.38
31148,0.31,0.5
31149,0.11,0.19
31150,0.04,0.41
31151,0.21,0.2
31152,0.17,0.39
31153,0.09,0.23
31154,0.45,0.41
31155,0.72,1.06
31156,0.03,0.3
31157,0.35,0.73
31158,0.89,1.19
31159,0.04,0.22
31160,0.14,0.31
31161,0.34,0.55
31162,0.58,0.93
31163,0.13,0.3
31164,0.28,0.72
31165,0.29,0.26
31166,0.0,0.31
31167,0.04,0.16
31168,0.25,0.63
31169,0.18,0.56
31170,0.12,0.18
31171,0.11,0.18
31172,0.6,0.75
31173,0.23,0.5
31174,0.23,0.14
31175,0.15,0.31
31176,0.48,0.53
31177,0.12,0.59
31178,0.56,0.75
31179,0.26,0.67
31180,0.02,0.57
31181,0.45,0.53
31182,0.1,0.73
31183,0.31,0.45
31184,0.21,0.23
31185,0.13,0.31
31186,0.18,0.53
31187,0.07,0.06
31188,0.06,0.32
31189,0.13,0.3
31190,0.29,0.47
31191,0.13,0.42
31192,0.16,0.29
31193,0.06,0.36
31194,0.19,0.4
31195,0.48,0.16
31196,0.39,0.69
31197,0.01,0.22
31198,0.07,0.05
31199,0.1,0.41
31200,0.23,0.51
31201,0.01,0.28
31202,0.45,0.86
31203,0.12,0.06
31204,0.12,0.15
31205,0.05,0.97
31206,0.08,0.36
31207,0.17,0.21
31208,0.33,0.85
31209,0.38,0.69
31210,0.38,0.68
31211,0.08,0.14
31212,0.03,0.36
31213,0.12,0.34
31214,0.02,0.26
31215,0.03,0.77
31216,0.12,0.09
31217,0.22,0.64
31218,0.44,0.74
31219,0.37,0.74
31220,0.13,0.32
31221,0.18,0.58
31222,0.01,0.73
31223,0.24,0.38
31224,0.07,0.55
31225,0.01,0.04
31226,0.39,0.97
31227,0.11,0.0
31228,0.5,0.43
31229,0.36,0.67
31230,0.04,0.47
31231,0.15,0.23
31232,0.06,0.77
31233,0.65,0.67
31234,0.55,0.83
31235,0.37,0.47
31236,0.47,0.86
31237,0.18,0.68
31238,0.38,0.73
31239,0.68,0.53
31240,0.47,0.62
31241,0.17,0.3
31242,0.05,0.18
31243,0.0,0.8
31244,0.47,0.64
31245,0.2,0.45
31246,0.05,0.13
31247,0.0,0.33
31248,0.37,0.63
31249,0.07,0.19
31250,0.44,0.6
31251,0.55,0.8
31252,0.36,0.25
31253,0.24,0.86
31254,0.23,0.47
31255,0.15,0.39
31256,0.02,0.23
31257,0.08,0.38
31258,0.15,0.35
31259,0.23,0.68
31260,0.06,0.11
31261,0.01,0.2
31262,0.62,0.93
31263,0.23,0.19
31264,0.07,0.29
31265,0.52,0.65
31266,0.11,0.11
31267,0.17,0.99
31268,0.65,1.0
31269,0.11,0.23
31270,0.23,0.49
31271,0.0,0.27
31272,0.77,1.07
31273,0.44,0.47
31274,0.3,0.58
31275,0.18,0.08
31276,0.1,0.79
31277,0.24,0.24
31278,0.17,0.45
31279,0.07,0.12
31280,0.26,0.83
31281,0.15,0.12
31282,0.35,0.65
31283,0.01,0.23
31284,0.04,0.32
31285,0.04,1.02
31286,0.45,0.54
31287,0.06,0.51
31288,0.11,0.25
31289,0.11,0.71
31290,0.12,0.25
31291,0.11,0.11
31292,0.06,0.73
31293,0.24,0.71
31294,0.6,0.95
31295,0.07,0.27
31296,0.46,0.59
31297,0.14,0.95
31298,0.19,0.76
31299,0.29,0.48
31300,0.27,0.73
31301,0.79,1.04
31302,0.02,0.64
31303,0.22,0.38
31304,0.12,0.4
31305,0.49,0.74
31306,0.28,0.71
31307,0.2,0.07
31308,0.49,0.57
31309,0.15,0.43
31310,0.47,0.68
31311,0.27,0.46
31312,0.17,0.8
31313,0.33,0.41
31314,0.28,0.53
31315,0.11,0.01
31316,0.16,0.35
31317,0.18,0.25
31318,0.26,0.42
31319,0.2,0.49
31320,0.04,0.82
31321,0.16,0.12
31322,0.67,0.98
31323,0.58,0.75
31324,0.06,0.27
31325,0.26,0.53
31326,0.73,0.84
31327,0.01,0.4
31328,0.92,1.08
31329,0.03,0.64
31330,0.17,0.06
31331,0.23,0.52
31332,0.51,0.74
31333,0.34,0.62
31334,0.37,0.11
31335,0.19,0.24
31336,0.15,0.31
31337,0.25,0.46
31338,0.17,0.08
31339,0.13,0.59
31340,0.04,0.22
31341,0.17,0.38
31342,0.14,0.27
31343,0.07,0.67
31344,0.67,0.69
31345,0.63,0.85
31346,0.13,0.42
31347,0.22,0.46
31348,0.44,0.72
31349,0.1,0.39
31350,0.37,0.77
31351,0.04,0.63
31352,0.03,0.26
31353,0.0,0.03
31354,0.08,0.77
31355,0.07,0.49
31356,0.31,0.46
31357,0.46,0.43
31358,0.05,0.12
31359,0.03,0.06
31360,0.05,0.25
31361,0.28,0.46
31362,0.05,0.37
31363,0.59,0.64
31364,0.31,0.5
31365,0.61,0.51
31366,0.16,0.1
31367,0.16,0.26
31368,0.06,0.24
31369,0.62,0.76
31370,0.14,0.36
31371,0.02,0.01
31372,0.76,0.75
31373,0.02,0.54
31374,0.15,0.27
31375,0.26,0.66
31376,0.08,0.54
31377,0.66,0.9
31378,0.19,0.5
31379,0.74,0.91
31380,0.57,0.62
31381,0.27,0.14
31382,0.16,0.51
31383,0.7,0.93
31384,0.63,0.74
31385,0.35,0.71
31386,0.15,0.24
31387,0.27,0.53
31388,0.86,0.18
31389,0.0,1.01
31390,0.06,0.62
31391,0.72,1.07
31392,0.33,0.73
31393,0.04,0.26
31394,0.56,0.42
31395,0.04,0.13
31396,0.46,0.44
31397,0.19,0.47
31398,0.35,0.5
31399,0.81,0.96
31400,0.9,0.8
31401,0.04,0.52
31402,0.32,0.54
31403,0.59,0.02
31404,0.06,0.11
31405,0.09,0.73
31406,0.17,0.42
31407,0.65,0.35
31408,0.06,0.33
31409,0.04,0.06
31410,0.1,0.08
31411,0.2,0.4
31412,0.27,0.55
31413,0.3,0.35
31414,0.02,0.16
31415,0.01,0.3
31416,0.15,0.52
31417,0.38,0.73
31418,0.0,0.28
31419,0.82,1.08
31420,0.22,0.17
31421,0.09,0.23
31422,0.18,0.23
31423,0.79,0.96
31424,0.23,0.73
31425,0.25,0.42
31426,0.36,0.92
31427,0.27,0.77
31428,0.24,0.66
31429,0.17,0.63
31430,0.31,0.74
31431,0.07,0.1
31432,0.01,0.09
31433,0.74,0.95
31434,0.56,0.59
31435,0.03,0.26
31436,0.25,0.3
31437,0.36,0.68
31438,0.46,0.57
31439,0.44,0.66
31440,0.15,0.82
31441,0.38,0.54
31442,0.67,0.69
31443,0.08,0.12
31444,0.16,0.27
31445,0.27,0.38
31446,0.52,0.85
31447,0.19,0.54
31448,0.86,1.18
31449,0.17,0.1
31450,0.38,0.96
31451,0.33,0.86
31452,0.14,0.24
31453,0.16,0.32
31454,0.66,0.89
31455,0.23,1.02
31456,0.16,0.36
31457,0.08,0.28
31458,0.26,0.46
31459,0.11,0.26
31460,0.11,0.23
31461,0.03,0.59
31462,0.1,0.68
31463,0.06,0.83
31464,0.02,0.31
31465,0.69,0.95
31466,0.18,0.18
31467,0.43,1.09
31468,0.31,0.59
31469,0.57,0.77
31470,0.11,0.69
31471,0.12,0.47
31472,0.31,0.54
31473,0.63,0.8
31474,0.3,0.68
31475,0.61,0.88
31476,0.07,0.2
31477,0.18,0.2
31478,0.04,0.17
31479,0.39,0.93
31480,0.04,0.16
31481,0.29,0.44
31482,0.4,1.0
31483,0.26,0.4
31484,0.08,0.04
31485,0.07,0.02
31486,0.15,0.45
31487,0.68,0.79
31488,0.03,0.24
31489,0.46,0.69
31490,0.56,0.77
31491,0.28,0.54
31492,0.14,0.0
31493,0.03,0.25
31494,0.17,0.4
31495,0.13,0.55
31496,0.11,0.46
31497,0.11,0.24
31498,0.03,0.03
31499,0.11,0.37
31500,0.69,0.9
31501,0.06,0.6
31502,0.02,0.23
31503,0.16,0.22
31504,0.42,0.66
31505,0.56,0.96
31506,0.31,0.4
31507,0.17,0.73
31508,0.26,0.38
31509,0.17,0.84
31510,0.22,0.53
31511,0.1,0.29
31512,0.18,0.5
31513,0.35,0.43
31514,0.75,0.74
31515,0.19,0.4
31516,0.01,0.11
31517,0.26,0.5
31518,0.01,0.63
31519,0.13,0.63
31520,0.0,0.36
31521,0.15,0.83
31522,0.58,0.84
31523,0.17,0.44
31524,0.12,0.3
31525,0.56,0.92
31526,0.37,0.72
31527,0.08,0.39
31528,0.23,0.61
31529,0.26,0.44
31530,0.02,0.32
31531,0.39,0.58
31532,0.02,0.31
31533,0.99,0.92
31534,0.0,0.03
31535,0.32,0.54
31536,0.09,0.78
31537,0.04,0.12
31538,0.02,0.28
31539,0.7,1.0
31540,0.05,0.37
31541,0.03,0.37
31542,0.09,0.31
31543,0.34,0.52
31544,0.57,0.76
31545,0.06,0.31
31546,0.15,0.36
31547,0.71,0.97
31548,0.37,0.39
31549,0.09,0.52
31550,0.18,0.25
31551,0.73,0.63
31552,0.07,0.79
31553,0.27,0.54
31554,0.18,0.09
31555,0.53,0.66
31556,0.52,0.51
31557,0.1,0.05
31558,0.31,0.59
31559,0.29,0.81
31560,0.45,0.59
31561,0.09,0.05
31562,0.05,0.11
31563,0.15,0.19
31564,0.25,0.41
31565,0.36,1.12
31566,0.26,0.35
31567,0.18,0.32
31568,0.1,0.77
31569,0.15,0.17
31570,0.39,0.69
31571,0.12,0.35
31572,0.18,0.25
31573,0.22,0.21
31574,0.27,0.58
31575,0.43,0.47
31576,0.29,0.78
31577,0.16,0.58
31578,0.21,0.7
31579,0.1,0.36
31580,0.3,0.59
31581,0.58,0.96
31582,0.15,0.47
31583,0.12,0.57
31584,0.11,0.03
31585,0.14,0.28
31586,0.13,0.03
31587,0.26,0.45
31588,0.27,0.43
31589,0.18,0.14
31590,0.55,0.19
31591,0.07,0.56
31592,0.39,0.02
31593,0.02,0.32
31594,0.15,0.78
31595,0.07,0.31
31596,0.49,0.64
31597,0.05,0.42
31598,0.38,0.64
31599,0.31,0.71
31600,0.36,0.66
31601,0.08,0.59
31602,0.14,0.19
31603,0.17,0.35
31604,0.03,0.39
31605,0.16,0.43
31606,0.03,0.37
31607,0.37,0.68
31608,0.3,0.45
31609,0.22,0.43
31610,0.14,0.17
31611,0.13,0.51
31612,0.51,0.42
31613,0.1,0.22
31614,0.11,0.18
31615,0.42,0.53
31616,0.01,0.5
31617,0.5,0.42
31618,0.3,0.57
31619,0.11,0.37
31620,0.01,0.1
31621,0.16,0.08
31622,0.71,0.86
31623,0.06,0.22
31624,0.14,0.07
31625,0.09,0.71
31626,0.25,0.43
31627,0.19,0.32
31628,0.09,0.58
31629,0.54,0.34
31630,0.13,1.09
31631,0.15,0.12
31632,0.58,0.48
31633,0.03,0.11
31634,0.12,0.6
31635,0.28,0.31
31636,0.5,0.49
31637,0.07,0.27
31638,0.52,0.82
31639,0.4,0.69
31640,0.02,0.28
31641,0.69,0.99
31642,0.45,0.8
31643,0.3,0.31
31644,0.22,0.66
31645,0.06,0.13
31646,0.14,0.84
31647,0.33,0.62
31648,0.26,0.43
31649,0.29,0.64
31650,0.42,0.36
31651,0.53,0.89
31652,0.75,0.83
31653,0.06,0.27
31654,0.03,0.02
31655,0.1,0.12
31656,0.23,0.47
31657,0.13,0.32
31658,0.02,0.15
31659,0.14,0.56
31660,0.72,0.97
31661,0.33,0.79
31662,0.32,0.14
31663,0.63,0.62
31664,0.65,0.88
31665,0.13,1.02
31666,0.26,0.64
31667,0.24,0.34
31668,0.2,0.27
31669,0.17,0.35
31670,0.33,0.81
31671,0.02,0.35
31672,0.08,0.28
31673,0.2,0.62
31674,0.19,0.53
31675,0.42,0.54
31676,0.07,0.25
31677,0.06,0.25
31678,0.59,0.7
31679,0.3,0.43
31680,0.01,0.89
31681,0.03,0.27
31682,0.03,0.21
31683,0.04,0.26
31684,0.02,0.14
31685,0.27,0.43
31686,0.2,0.08
31687,0.04,0.4
31688,0.03,0.06
31689,0.15,0.68
31690,0.13,0.01
31691,0.02,0.6
31692,0.08,0.24
31693,0.04,0.18
31694,0.1,0.66
31695,0.44,0.39
31696,0.3,0.46
31697,0.45,0.53
31698,0.26,0.16
31699,0.31,0.91
31700,0.05,0.33
31701,0.22,0.86
31702,0.02,0.75
31703,0.0,0.17
31704,0.77,0.9
31705,0.32,0.53
31706,0.19,0.79
31707,0.49,0.86
31708,0.45,0.79
31709,0.72,0.77
31710,0.21,0.3
31711,0.34,0.43
31712,0.28,0.58
31713,0.01,0.24
31714,0.01,0.32
31715,0.54,0.81
31716,0.02,0.27
31717,0.27,0.69
31718,0.22,0.47
31719,0.06,0.23
31720,0.25,0.62
31721,0.06,0.26
31722,0.22,0.89
31723,0.36,0.45
31724,0.55,0.45
31725,0.12,0.06
31726,0.0,0.3
31727,0.2,0.4
31728,0.04,0.59
31729,0.32,0.49
31730,0.66,0.97
31731,0.02,0.44
31732,0.46,0.42
31733,0.29,0.51
31734,0.12,0.28
31735,0.19,0.53
31736,0.05,0.26
31737,0.29,0.33
31738,0.22,0.48
31739,0.19,1.01
31740,0.24,0.66
31741,0.22,0.47
31742,0.38,0.79
31743,0.07,0.42
31744,0.32,0.47
31745,0.09,0.26
31746,0.18,0.21
31747,0.2,0.58
31748,0.14,0.09
31749,0.2,0.82
31750,0.19,0.26
31751,0.04,0.06
31752,0.18,0.22
31753,0.01,0.81
31754,0.11,0.49
31755,0.04,0.08
31756,0.43,0.81
31757,0.37,0.63
31758,0.74,0.9
31759,0.2,0.3
31760,0.09,0.02
31761,0.17,0.46
31762,0.12,0.04
31763,0.79,0.7
31764,0.13,0.42
31765,0.38,0.72
31766,0.2,0.21
31767,0.32,0.64
31768,0.04,0.16
31769,0.08,0.22
31770,0.16,0.33
31771,0.41,0.61
31772,0.11,0.44
31773,0.26,0.33
31774,0.04,0.49
31775,0.28,1.04
31776,0.48,0.65
31777,0.09,0.16
31778,0.01,0.15
31779,0.11,0.13
31780,0.03,0.55
31781,0.03,0.04
31782,0.08,0.29
31783,0.38,0.48
31784,0.01,0.18
31785,0.11,0.24
31786,0.04,0.07
31787,0.18,0.4
31788,0.22,0.58
31789,0.09,0.49
31790,0.15,0.27
31791,0.05,0.23
31792,0.17,0.53
31793,0.1,0.19
31794,0.1,0.54
31795,0.03,0.21
31796,0.15,0.31
31797,0.38,0.8
31798,0.1,0.45
31799,0.15,0.02
31800,0.34,0.46
31801,0.4,0.66
31802,0.62,0.92
31803,0.1,0.93
31804,0.04,0.1
31805,0.24,0.42
31806,0.31,0.11
31807,0.59,0.56
31808,0.07,0.97
31809,0.35,0.15
31810,0.12,0.16
31811,0.72,0.11
31812,0.24,1.17
31813,0.28,0.64
31814,0.22,0.51
31815,0.27,0.53
31816,0.15,0.58
31817,0.05,0.21
31818,0.55,0.77
31819,0.01,0.35
31820,0.33,0.35
31821,0.26,0.47
31822,0.58,0.92
31823,0.24,0.44
31824,0.26,0.7
31825,0.48,0.47
31826,0.28,0.61
31827,0.56,0.31
31828,0.37,0.69
31829,0.12,0.2
31830,0.34,0.63
31831,0.15,0.87
31832,0.33,0.69
31833,0.01,0.8
31834,0.21,0.52
31835,0.01,0.05
31836,0.14,0.29
31837,0.74,1.09
31838,0.37,0.75
31839,0.02,0.46
31840,0.11,0.39
31841,0.12,0.3
31842,0.21,0.49
31843,0.79,0.95
31844,0.13,0.54
31845,0.65,0.83
31846,0.44,0.7
31847,0.03,0.64
31848,0.02,0.33
31849,0.06,0.25
31850,0.06,0.33
31851,0.03,0.19
31852,0.26,0.46
31853,0.64,0.77
31854,0.57,0.8
31855,0.65,0.72
31856,0.22,0.41
31857,0.2,0.5
31858,0.34,0.61
31859,0.36,0.57
31860,0.33,0.62
31861,0.2,0.28
31862,0.05,0.2
31863,0.26,0.44
31864,0.19,0.72
31865,0.13,0.78
31866,0.23,0.41
31867,0.02,0.21
31868,0.0,0.02
31869,0.05,0.25
31870,0.08,0.13
31871,0.63,0.95
31872,0.12,0.33
31873,0.1,0.27
31874,0.22,0.47
31875,0.25,0.34
31876,0.07,0.32
31877,0.01,0.24
31878,0.09,0.61
31879,0.24,0.56
31880,0.03,0.23
31881,0.33,0.44
31882,0.03,0.09
31883,0.39,0.51
31884,0.0,0.16
31885,0.3,0.68
31886,0.22,0.43
31887,0.19,0.29
31888,0.03,0.2
31889,0.11,0.91
31890,0.3,0.3
31891,0.01,0.16
31892,0.41,0.68
31893,0.15,0.53
31894,0.56,0.7
31895,0.23,0.32
31896,0.15,0.55
31897,0.48,0.92
31898,0.15,0.19
31899,0.53,0.73
31900,0.48,0.56
31901,0.26,0.43
31902,0.18,0.28
31903,0.48,0.61
31904,0.16,0.34
31905,0.02,0.31
31906,0.05,0.22
31907,0.06,0.46
31908,0.11,0.0
31909,0.17,0.41
31910,0.23,0.24
31911,0.07,1.05
31912,0.05,0.38
31913,0.07,0.24
31914,0.1,0.7
31915,0.2,0.77
31916,0.11,0.8
31917,0.55,0.09
31918,0.27,1.06
31919,0.5,0.6
31920,0.1,0.86
31921,0.03,0.34
31922,0.01,0.06
31923,0.12,0.38
31924,0.44,0.58
31925,0.03,0.54
31926,0.05,0.16
31927,0.14,0.07
31928,0.32,1.06
31929,0.07,0.39
31930,0.51,0.63
31931,0.13,0.86
31932,0.09,0.44
31933,0.49,0.01
31934,0.2,0.38
31935,0.56,0.81
31936,0.09,0.08
31937,0.17,0.04
31938,0.26,0.43
31939,0.13,0.14
31940,0.12,0.03
31941,0.12,0.65
31942,0.02,0.02
31943,0.1,0.1
31944,0.18,0.64
31945,0.42,0.56
31946,0.39,0.17
31947,0.04,0.2
31948,0.12,0.92
31949,0.0,0.28
31950,0.03,0.35
31951,0.35,0.42
31952,0.33,0.67
31953,0.04,0.22
31954,0.51,0.9
31955,0.02,0.18
31956,0.19,0.21
31957,0.34,0.56
31958,0.08,0.03
31959,0.02,0.28
31960,0.02,0.22
31961,0.13,0.22
31962,0.16,0.5
31963,0.48,0.65
31964,0.01,0.26
31965,0.12,0.9
31966,0.1,0.31
31967,0.03,0.13
31968,0.52,0.29
31969,0.21,0.4
31970,0.57,0.52
31971,0.07,0.44
31972,0.19,0.37
31973,0.24,0.33
31974,0.06,0.17
31975,0.06,0.13
31976,0.1,0.32
31977,0.08,0.18
31978,0.38,0.63
31979,0.11,0.03
31980,0.11,0.61
31981,0.31,0.51
31982,0.01,0.0
31983,0.45,0.42
31984,0.03,0.14
31985,0.01,0.18
31986,0.49,0.8
31987,0.04,0.38
31988,0.57,0.56
31989,0.34,1.17
31990,0.02,0.91
31991,0.42,0.49
31992,0.25,0.22
31993,0.51,0.53
31994,0.04,0.15
31995,0.48,0.67
31996,0.27,0.2
31997,0.03,0.57
31998,0.15,0.22
31999,0.11,0.14
32000,0.16,0.67
32001,0.08,0.52
32002,0.47,0.55
32003,0.26,0.47
32004,0.42,0.78
32005,0.06,0.21
32006,0.06,0.78
32007,0.67,1.06
32008,0.0,0.1
32009,0.14,0.07
32010,0.13,0.31
32011,0.25,0.67
32012,0.14,0.74
32013,0.42,0.8
32014,0.33,0.62
32015,0.48,0.47
32016,0.42,0.53
32017,0.02,0.28
32018,0.19,0.21
32019,0.23,0.54
32020,0.65,0.88
32021,0.16,0.37
32022,0.14,0.36
32023,0.25,0.66
32024,0.23,0.31
32025,0.21,0.23
32026,0.4,0.57
32027,0.03,0.84
32028,0.58,0.72
32029,0.03,0.09
32030,0.16,0.28
32031,0.16,0.26
32032,0.69,0.23
32033,0.07,0.04
32034,0.02,0.55
32035,0.1,0.25
32036,0.32,0.65
32037,0.07,0.78
32038,0.44,0.66
32039,0.4,0.58
32040,0.18,0.55
32041,0.56,0.93
32042,0.15,0.48
32043,0.5,0.64
32044,0.1,0.45
32045,0.05,0.86
32046,0.17,0.36
32047,0.87,0.95
32048,0.06,0.32
32049,0.08,0.36
32050,0.49,0.65
32051,0.0,0.47
32052,0.68,0.88
32053,0.2,0.07
32054,0.35,0.49
32055,0.03,0.31
32056,0.01,0.24
32057,0.08,0.02
32058,0.07,0.29
32059,0.26,0.61
32060,0.14,0.72
32061,0.23,0.15
32062,0.32,0.57
32063,0.02,0.52
32064,0.11,0.33
32065,0.1,0.4
32066,0.12,0.34
32067,0.09,0.0
32068,0.03,0.26
32069,0.63,1.04
32070,0.85,1.1
32071,0.61,0.7
32072,0.71,1.02
32073,0.08,0.27
32074,0.13,0.38
32075,0.06,0.09
32076,0.11,0.54
32077,0.15,0.44
32078,0.09,0.25
32079,0.03,0.19
32080,0.02,0.17
32081,0.51,0.89
32082,0.08,0.0
32083,0.04,0.21
32084,0.12,0.65
32085,0.12,0.4
32086,0.61,0.73
32087,0.01,0.83
32088,0.13,0.66
32089,0.26,0.84
32090,0.04,0.4
32091,0.37,0.47
32092,0.05,0.23
32093,0.06,0.32
32094,0.07,0.3
32095,0.8,0.66
32096,0.25,0.74
32097,0.27,0.34
32098,0.06,0.06
32099,0.16,0.17
32100,0.13,0.36
32101,0.51,0.74
32102,0.02,0.28
32103,0.3,0.68
32104,0.04,0.54
32105,0.12,0.55
32106,0.62,0.75
32107,0.18,0.3
32108,0.14,0.17
32109,0.14,0.45
32110,0.15,0.33
32111,0.21,0.25
32112,0.72,0.74
32113,0.16,0.43
32114,0.39,0.42
32115,0.12,0.23
32116,0.04,0.08
32117,0.53,0.78
32118,0.0,0.43
32119,0.47,0.74
32120,0.51,0.97
32121,0.36,0.61
32122,0.2,0.56
32123,0.04,0.38
32124,0.27,1.22
32125,0.02,0.38
32126,0.46,0.71
32127,0.41,0.61
32128,0.35,0.47
32129,0.34,0.36
32130,0.55,0.51
32131,0.96,1.17
32132,0.07,0.7
32133,0.13,0.03
32134,0.11,0.88
32135,0.16,0.54
32136,0.27,0.44
32137,0.22,0.6
32138,0.29,0.82
32139,0.14,0.06
32140,0.61,0.14
32141,0.1,0.1
32142,0.22,0.67
32143,0.11,0.27
32144,0.38,0.31
32145,0.11,0.42
32146,0.0,0.07
32147,0.06,0.37
32148,0.61,0.78
32149,0.22,0.09
32150,0.05,0.86
32151,0.08,0.17
32152,0.05,0.5
32153,0.14,0.44
32154,0.17,0.05
32155,0.05,0.57
32156,0.1,0.23
32157,0.07,0.09
32158,0.08,0.75
32159,0.69,0.91
32160,0.26,0.24
32161,0.45,0.02
32162,0.07,0.35
32163,0.26,0.38
32164,0.27,0.05
32165,0.36,0.72
32166,0.26,0.34
32167,0.19,0.55
32168,0.06,0.18
32169,0.24,0.44
32170,0.58,0.84
32171,0.1,0.58
32172,0.81,1.02
32173,0.12,0.61
32174,0.31,0.32
32175,0.24,0.88
32176,0.63,0.85
32177,0.26,0.77
32178,0.04,0.29
32179,0.26,0.59
32180,0.07,0.38
32181,0.24,0.41
32182,0.29,0.41
32183,0.46,0.99
32184,0.27,0.44
32185,0.32,0.3
32186,0.27,0.46
32187,0.17,0.36
32188,0.44,0.47
32189,0.43,0.63
32190,0.3,0.48
32191,0.07,0.29
32192,0.07,0.36
32193,0.09,0.18
32194,0.05,0.1
32195,0.09,0.32
32196,0.5,0.56
32197,0.04,0.08
32198,0.41,0.66
32199,0.77,1.06
32200,0.27,0.47
32201,0.14,0.33
32202,0.13,0.93
32203,0.29,0.91
32204,0.29,0.41
32205,0.18,0.76
32206,0.15,0.65
32207,0.74,0.88
